,birth_order,birth_sex,mother_age,birth_count,country,time
2336,4胎,男,40～44歲,30,高雄市,106
2337,4胎,男,45～49歲,1,高雄市,106
2338,4胎,男,50歲以上,0,高雄市,106
2339,4胎,男,未滿15歲,0,高雄市,106
2340,5胎,女,15～19歲,0,高雄市,106
2341,5胎,女,20～24歲,0,高雄市,106
2342,5胎,女,25～29歲,9,高雄市,106
2343,5胎,女,30～34歲,15,高雄市,106
2344,5胎,女,35～39歲,16,高雄市,106
2345,5胎,女,40～44歲,7,高雄市,106
2346,5胎,女,45～49歲,1,高雄市,106
2347,5胎,女,50歲以上,0,高雄市,106
2348,5胎,女,未滿15歲,0,高雄市,106
2349,5胎,男,15～19歲,0,高雄市,106
2350,5胎,男,20～24歲,0,高雄市,106
2351,5胎,男,25～29歲,5,高雄市,106
2352,5胎,男,30～34歲,20,高雄市,106
2353,5胎,男,35～39歲,30,高雄市,106
2354,5胎,男,40～44歲,6,高雄市,106
2355,5胎,男,45～49歲,1,高雄市,106
2356,5胎,男,50歲以上,0,高雄市,106
2357,5胎,男,未滿15歲,0,高雄市,106
2358,6胎,女,15～19歲,0,高雄市,106
2359,6胎,女,20～24歲,0,高雄市,106
2360,6胎,女,25～29歲,4,高雄市,106
2361,6胎,女,30～34歲,2,高雄市,106
2362,6胎,女,35～39歲,3,高雄市,106
2363,6胎,女,40～44歲,3,高雄市,106
2364,6胎,女,45～49歲,0,高雄市,106
2365,6胎,女,50歲以上,0,高雄市,106
2366,6胎,女,未滿15歲,0,高雄市,106
2367,6胎,男,15～19歲,0,高雄市,106
2368,6胎,男,20～24歲,0,高雄市,106
2369,6胎,男,25～29歲,3,高雄市,106
2370,6胎,男,30～34歲,4,高雄市,106
2371,6胎,男,35～39歲,4,高雄市,106
2372,6胎,男,40～44歲,1,高雄市,106
2373,6胎,男,45～49歲,1,高雄市,106
2374,6胎,男,50歲以上,0,高雄市,106
2375,6胎,男,未滿15歲,0,高雄市,106
2376,7胎,女,15～19歲,0,高雄市,106
2377,7胎,女,20～24歲,0,高雄市,106
2378,7胎,女,25～29歲,0,高雄市,106
2379,7胎,女,30～34歲,0,高雄市,106
2380,7胎,女,35～39歲,0,高雄市,106
2381,7胎,女,40～44歲,1,高雄市,106
2382,7胎,女,45～49歲,0,高雄市,106
2383,7胎,女,50歲以上,0,高雄市,106
2384,7胎,女,未滿15歲,0,高雄市,106
2385,7胎,男,15～19歲,0,高雄市,106
2386,7胎,男,20～24歲,0,高雄市,106
2387,7胎,男,25～29歲,0,高雄市,106
2388,7胎,男,30～34歲,2,高雄市,106
2389,7胎,男,35～39歲,2,高雄市,106
2390,7胎,男,40～44歲,1,高雄市,106
2391,7胎,男,45～49歲,0,高雄市,106
2392,7胎,男,50歲以上,0,高雄市,106
2393,7胎,男,未滿15歲,0,高雄市,106
2394,8胎,女,15～19歲,0,高雄市,106
2395,8胎,女,20～24歲,0,高雄市,106
2396,8胎,女,25～29歲,1,高雄市,106
2397,8胎,女,30～34歲,1,高雄市,106
2398,8胎,女,35～39歲,0,高雄市,106
2399,8胎,女,40～44歲,0,高雄市,106
2400,8胎,女,45～49歲,0,高雄市,106
2401,8胎,女,50歲以上,0,高雄市,106
2402,8胎,女,未滿15歲,0,高雄市,106
2403,8胎,男,15～19歲,0,高雄市,106
2404,8胎,男,20～24歲,0,高雄市,106
2405,8胎,男,25～29歲,0,高雄市,106
2406,8胎,男,30～34歲,0,高雄市,106
2407,8胎,男,35～39歲,0,高雄市,106
2408,8胎,男,40～44歲,0,高雄市,106
2409,8胎,男,45～49歲,0,高雄市,106
2410,8胎,男,50歲以上,0,高雄市,106
2411,8胎,男,未滿15歲,0,高雄市,106
2412,9胎以上,女,15～19歲,0,高雄市,106
2413,9胎以上,女,20～24歲,0,高雄市,106
2414,9胎以上,女,25～29歲,0,高雄市,106
2415,9胎以上,女,30～34歲,0,高雄市,106
2416,9胎以上,女,35～39歲,0,高雄市,106
2417,9胎以上,女,40～44歲,2,高雄市,106
2418,9胎以上,女,45～49歲,1,高雄市,106
2419,9胎以上,女,50歲以上,0,高雄市,106
2420,9胎以上,女,未滿15歲,0,高雄市,106
2421,9胎以上,男,15～19歲,0,高雄市,106
2422,9胎以上,男,20～24歲,0,高雄市,106
2423,9胎以上,男,25～29歲,0,高雄市,106
2424,9胎以上,男,30～34歲,0,高雄市,106
2425,9胎以上,男,35～39歲,0,高雄市,106
2426,9胎以上,男,40～44歲,0,高雄市,106
2427,9胎以上,男,45～49歲,0,高雄市,106
2428,9胎以上,男,50歲以上,0,高雄市,106
2429,9胎以上,男,未滿15歲,0,高雄市,106
2430,1胎,女,15～19歲,45,屏東縣,106
2431,1胎,女,20～24歲,218,屏東縣,106
2432,1胎,女,25～29歲,323,屏東縣,106
2433,1胎,女,30～34歲,300,屏東縣,106
2434,1胎,女,35～39歲,138,屏東縣,106
2435,1胎,女,40～44歲,26,屏東縣,106
2436,1胎,女,45～49歲,1,屏東縣,106
2437,1胎,女,50歲以上,0,屏東縣,106
2438,1胎,女,未滿15歲,0,屏東縣,106
2439,1胎,男,15～19歲,68,屏東縣,106
2440,1胎,男,20～24歲,238,屏東縣,106
2441,1胎,男,25～29歲,380,屏東縣,106
2442,1胎,男,30～34歲,342,屏東縣,106
2443,1胎,男,35～39歲,161,屏東縣,106
2444,1胎,男,40～44歲,23,屏東縣,106
2445,1胎,男,45～49歲,1,屏東縣,106
2446,1胎,男,50歲以上,0,屏東縣,106
2447,1胎,男,未滿15歲,0,屏東縣,106
2448,2胎,女,15～19歲,10,屏東縣,106
2449,2胎,女,20～24歲,91,屏東縣,106
2450,2胎,女,25～29歲,241,屏東縣,106
2451,2胎,女,30～34歲,297,屏東縣,106
2452,2胎,女,35～39歲,173,屏東縣,106
2453,2胎,女,40～44歲,27,屏東縣,106
2454,2胎,女,45～49歲,1,屏東縣,106
2455,2胎,女,50歲以上,0,屏東縣,106
2456,2胎,女,未滿15歲,0,屏東縣,106
2457,2胎,男,15～19歲,12,屏東縣,106
2458,2胎,男,20～24歲,124,屏東縣,106
2459,2胎,男,25～29歲,228,屏東縣,106
2460,2胎,男,30～34歲,317,屏東縣,106
2461,2胎,男,35～39歲,189,屏東縣,106
2462,2胎,男,40～44歲,35,屏東縣,106
2463,2胎,男,45～49歲,1,屏東縣,106
2464,2胎,男,50歲以上,0,屏東縣,106
2465,2胎,男,未滿15歲,0,屏東縣,106
2466,3胎,女,15～19歲,0,屏東縣,106
2467,3胎,女,20～24歲,20,屏東縣,106
2468,3胎,女,25～29歲,51,屏東縣,106
2469,3胎,女,30～34歲,105,屏東縣,106
2470,3胎,女,35～39歲,96,屏東縣,106
2471,3胎,女,40～44歲,22,屏東縣,106
2472,3胎,女,45～49歲,0,屏東縣,106
2473,3胎,女,50歲以上,0,屏東縣,106
2474,3胎,女,未滿15歲,0,屏東縣,106
2475,3胎,男,15～19歲,2,屏東縣,106
2476,3胎,男,20～24歲,22,屏東縣,106
2477,3胎,男,25～29歲,47,屏東縣,106
2478,3胎,男,30～34歲,112,屏東縣,106
2479,3胎,男,35～39歲,100,屏東縣,106
2480,3胎,男,40～44歲,21,屏東縣,106
2481,3胎,男,45～49歲,0,屏東縣,106
2482,3胎,男,50歲以上,0,屏東縣,106
2483,3胎,男,未滿15歲,0,屏東縣,106
2484,4胎,女,15～19歲,0,屏東縣,106
2485,4胎,女,20～24歲,2,屏東縣,106
2486,4胎,女,25～29歲,15,屏東縣,106
2487,4胎,女,30～34歲,20,屏東縣,106
2488,4胎,女,35～39歲,22,屏東縣,106
2489,4胎,女,40～44歲,5,屏東縣,106
2490,4胎,女,45～49歲,0,屏東縣,106
2491,4胎,女,50歲以上,0,屏東縣,106
2492,4胎,女,未滿15歲,0,屏東縣,106
2493,4胎,男,15～19歲,0,屏東縣,106
2494,4胎,男,20～24歲,5,屏東縣,106
2495,4胎,男,25～29歲,16,屏東縣,106
2496,4胎,男,30～34歲,29,屏東縣,106
2497,4胎,男,35～39歲,21,屏東縣,106
2498,4胎,男,40～44歲,6,屏東縣,106
2499,4胎,男,45～49歲,0,屏東縣,106
2500,4胎,男,50歲以上,0,屏東縣,106
2501,4胎,男,未滿15歲,0,屏東縣,106
2502,5胎,女,15～19歲,0,屏東縣,106
2503,5胎,女,20～24歲,0,屏東縣,106
2504,5胎,女,25～29歲,3,屏東縣,106
2505,5胎,女,30～34歲,10,屏東縣,106
2506,5胎,女,35～39歲,6,屏東縣,106
2507,5胎,女,40～44歲,0,屏東縣,106
2508,5胎,女,45～49歲,0,屏東縣,106
2509,5胎,女,50歲以上,0,屏東縣,106
2510,5胎,女,未滿15歲,0,屏東縣,106
2511,5胎,男,15～19歲,0,屏東縣,106
2512,5胎,男,20～24歲,1,屏東縣,106
2513,5胎,男,25～29歲,6,屏東縣,106
2514,5胎,男,30～34歲,8,屏東縣,106
2515,5胎,男,35～39歲,14,屏東縣,106
2516,5胎,男,40～44歲,3,屏東縣,106
2517,5胎,男,45～49歲,0,屏東縣,106
2518,5胎,男,50歲以上,0,屏東縣,106
2519,5胎,男,未滿15歲,0,屏東縣,106
2520,6胎,女,15～19歲,0,屏東縣,106
2521,6胎,女,20～24歲,0,屏東縣,106
2522,6胎,女,25～29歲,1,屏東縣,106
2523,6胎,女,30～34歲,3,屏東縣,106
2524,6胎,女,35～39歲,7,屏東縣,106
2525,6胎,女,40～44歲,1,屏東縣,106
2526,6胎,女,45～49歲,0,屏東縣,106
2527,6胎,女,50歲以上,0,屏東縣,106
2528,6胎,女,未滿15歲,0,屏東縣,106
2529,6胎,男,15～19歲,0,屏東縣,106
2530,6胎,男,20～24歲,0,屏東縣,106
2531,6胎,男,25～29歲,0,屏東縣,106
2532,6胎,男,30～34歲,2,屏東縣,106
2533,6胎,男,35～39歲,3,屏東縣,106
2534,6胎,男,40～44歲,0,屏東縣,106
2535,6胎,男,45～49歲,0,屏東縣,106
2536,6胎,男,50歲以上,0,屏東縣,106
2537,6胎,男,未滿15歲,0,屏東縣,106
2538,7胎,女,15～19歲,0,屏東縣,106
2539,7胎,女,20～24歲,0,屏東縣,106
2540,7胎,女,25～29歲,0,屏東縣,106
2541,7胎,女,30～34歲,1,屏東縣,106
2542,7胎,女,35～39歲,1,屏東縣,106
2543,7胎,女,40～44歲,1,屏東縣,106
2544,7胎,女,45～49歲,0,屏東縣,106
2545,7胎,女,50歲以上,0,屏東縣,106
2546,7胎,女,未滿15歲,0,屏東縣,106
2547,7胎,男,15～19歲,0,屏東縣,106
2548,7胎,男,20～24歲,0,屏東縣,106
2549,7胎,男,25～29歲,0,屏東縣,106
2550,7胎,男,30～34歲,1,屏東縣,106
2551,7胎,男,35～39歲,1,屏東縣,106
2552,7胎,男,40～44歲,0,屏東縣,106
2553,7胎,男,45～49歲,0,屏東縣,106
2554,7胎,男,50歲以上,0,屏東縣,106
2555,7胎,男,未滿15歲,0,屏東縣,106
2556,8胎,女,15～19歲,0,屏東縣,106
2557,8胎,女,20～24歲,0,屏東縣,106
2558,8胎,女,25～29歲,0,屏東縣,106
2559,8胎,女,30～34歲,0,屏東縣,106
2560,8胎,女,35～39歲,1,屏東縣,106
2561,8胎,女,40～44歲,0,屏東縣,106
2562,8胎,女,45～49歲,0,屏東縣,106
2563,8胎,女,50歲以上,0,屏東縣,106
2564,8胎,女,未滿15歲,0,屏東縣,106
2565,8胎,男,15～19歲,0,屏東縣,106
2566,8胎,男,20～24歲,0,屏東縣,106
2567,8胎,男,25～29歲,0,屏東縣,106
2568,8胎,男,30～34歲,0,屏東縣,106
2569,8胎,男,35～39歲,1,屏東縣,106
2570,8胎,男,40～44歲,0,屏東縣,106
2571,8胎,男,45～49歲,0,屏東縣,106
2572,8胎,男,50歲以上,0,屏東縣,106
2573,8胎,男,未滿15歲,0,屏東縣,106
2574,9胎以上,女,15～19歲,0,屏東縣,106
2575,9胎以上,女,20～24歲,0,屏東縣,106
2576,9胎以上,女,25～29歲,0,屏東縣,106
2577,9胎以上,女,30～34歲,0,屏東縣,106
2578,9胎以上,女,35～39歲,0,屏東縣,106
2579,9胎以上,女,40～44歲,0,屏東縣,106
2580,9胎以上,女,45～49歲,0,屏東縣,106
2581,9胎以上,女,50歲以上,0,屏東縣,106
2582,9胎以上,女,未滿15歲,0,屏東縣,106
2583,9胎以上,男,15～19歲,0,屏東縣,106
2584,9胎以上,男,20～24歲,0,屏東縣,106
2585,9胎以上,男,25～29歲,0,屏東縣,106
2586,9胎以上,男,30～34歲,0,屏東縣,106
2587,9胎以上,男,35～39歲,0,屏東縣,106
2588,9胎以上,男,40～44歲,0,屏東縣,106
2589,9胎以上,男,45～49歲,0,屏東縣,106
2590,9胎以上,男,50歲以上,0,屏東縣,106
2591,9胎以上,男,未滿15歲,0,屏東縣,106
2592,1胎,女,15～19歲,19,臺東縣,106
2593,1胎,女,20～24歲,73,臺東縣,106
2594,1胎,女,25～29歲,86,臺東縣,106
2595,1胎,女,30～34歲,77,臺東縣,106
2596,1胎,女,35～39歲,31,臺東縣,106
2597,1胎,女,40～44歲,4,臺東縣,106
2598,1胎,女,45～49歲,0,臺東縣,106
2599,1胎,女,50歲以上,0,臺東縣,106
2600,1胎,女,未滿15歲,0,臺東縣,106
2601,1胎,男,15～19歲,27,臺東縣,106
2602,1胎,男,20～24歲,60,臺東縣,106
2603,1胎,男,25～29歲,87,臺東縣,106
2604,1胎,男,30～34歲,102,臺東縣,106
2605,1胎,男,35～39歲,41,臺東縣,106
2606,1胎,男,40～44歲,8,臺東縣,106
2607,1胎,男,45～49歲,1,臺東縣,106
2608,1胎,男,50歲以上,0,臺東縣,106
2609,1胎,男,未滿15歲,0,臺東縣,106
2610,2胎,女,15～19歲,7,臺東縣,106
2611,2胎,女,20～24歲,34,臺東縣,106
2612,2胎,女,25～29歲,47,臺東縣,106
2613,2胎,女,30～34歲,87,臺東縣,106
2614,2胎,女,35～39歲,59,臺東縣,106
2615,2胎,女,40～44歲,12,臺東縣,106
2616,2胎,女,45～49歲,0,臺東縣,106
2617,2胎,女,50歲以上,0,臺東縣,106
2618,2胎,女,未滿15歲,0,臺東縣,106
2619,2胎,男,15～19歲,7,臺東縣,106
2620,2胎,男,20～24歲,40,臺東縣,106
2621,2胎,男,25～29歲,57,臺東縣,106
2622,2胎,男,30～34歲,95,臺東縣,106
2623,2胎,男,35～39歲,57,臺東縣,106
2624,2胎,男,40～44歲,9,臺東縣,106
2625,2胎,男,45～49歲,0,臺東縣,106
2626,2胎,男,50歲以上,0,臺東縣,106
2627,2胎,男,未滿15歲,0,臺東縣,106
2628,3胎,女,15～19歲,0,臺東縣,106
2629,3胎,女,20～24歲,9,臺東縣,106
2630,3胎,女,25～29歲,26,臺東縣,106
2631,3胎,女,30～34歲,44,臺東縣,106
2632,3胎,女,35～39歲,34,臺東縣,106
2633,3胎,女,40～44歲,11,臺東縣,106
2634,3胎,女,45～49歲,0,臺東縣,106
2635,3胎,女,50歲以上,0,臺東縣,106
2636,3胎,女,未滿15歲,0,臺東縣,106
2637,3胎,男,15～19歲,0,臺東縣,106
2638,3胎,男,20～24歲,14,臺東縣,106
2639,3胎,男,25～29歲,19,臺東縣,106
2640,3胎,男,30～34歲,41,臺東縣,106
2641,3胎,男,35～39歲,23,臺東縣,106
2642,3胎,男,40～44歲,6,臺東縣,106
2643,3胎,男,45～49歲,1,臺東縣,106
2644,3胎,男,50歲以上,0,臺東縣,106
2645,3胎,男,未滿15歲,0,臺東縣,106
2646,4胎,女,15～19歲,0,臺東縣,106
2647,4胎,女,20～24歲,1,臺東縣,106
2648,4胎,女,25～29歲,5,臺東縣,106
2649,4胎,女,30～34歲,10,臺東縣,106
2650,4胎,女,35～39歲,10,臺東縣,106
2651,4胎,女,40～44歲,1,臺東縣,106
2652,4胎,女,45～49歲,0,臺東縣,106
2653,4胎,女,50歲以上,0,臺東縣,106
2654,4胎,女,未滿15歲,0,臺東縣,106
2655,4胎,男,15～19歲,0,臺東縣,106
2656,4胎,男,20～24歲,4,臺東縣,106
2657,4胎,男,25～29歲,8,臺東縣,106
2658,4胎,男,30～34歲,12,臺東縣,106
2659,4胎,男,35～39歲,18,臺東縣,106
2660,4胎,男,40～44歲,2,臺東縣,106
2661,4胎,男,45～49歲,0,臺東縣,106
2662,4胎,男,50歲以上,0,臺東縣,106
2663,4胎,男,未滿15歲,0,臺東縣,106
2664,5胎,女,15～19歲,0,臺東縣,106
2665,5胎,女,20～24歲,3,臺東縣,106
2666,5胎,女,25～29歲,3,臺東縣,106
2667,5胎,女,30～34歲,4,臺東縣,106
2668,5胎,女,35～39歲,4,臺東縣,106
2669,5胎,女,40～44歲,1,臺東縣,106
2670,5胎,女,45～49歲,0,臺東縣,106
2671,5胎,女,50歲以上,0,臺東縣,106
2672,5胎,女,未滿15歲,0,臺東縣,106
2673,5胎,男,15～19歲,0,臺東縣,106
2674,5胎,男,20～24歲,0,臺東縣,106
2675,5胎,男,25～29歲,5,臺東縣,106
2676,5胎,男,30～34歲,9,臺東縣,106
2677,5胎,男,35～39歲,7,臺東縣,106
2678,5胎,男,40～44歲,1,臺東縣,106
2679,5胎,男,45～49歲,0,臺東縣,106
2680,5胎,男,50歲以上,0,臺東縣,106
2681,5胎,男,未滿15歲,0,臺東縣,106
2682,6胎,女,15～19歲,0,臺東縣,106
2683,6胎,女,20～24歲,0,臺東縣,106
2684,6胎,女,25～29歲,1,臺東縣,106
2685,6胎,女,30～34歲,3,臺東縣,106
2686,6胎,女,35～39歲,1,臺東縣,106
2687,6胎,女,40～44歲,0,臺東縣,106
2688,6胎,女,45～49歲,0,臺東縣,106
2689,6胎,女,50歲以上,0,臺東縣,106
2690,6胎,女,未滿15歲,0,臺東縣,106
2691,6胎,男,15～19歲,0,臺東縣,106
2692,6胎,男,20～24歲,0,臺東縣,106
2693,6胎,男,25～29歲,1,臺東縣,106
2694,6胎,男,30～34歲,4,臺東縣,106
2695,6胎,男,35～39歲,2,臺東縣,106
2696,6胎,男,40～44歲,0,臺東縣,106
2697,6胎,男,45～49歲,0,臺東縣,106
2698,6胎,男,50歲以上,0,臺東縣,106
2699,6胎,男,未滿15歲,0,臺東縣,106
2700,7胎,女,15～19歲,0,臺東縣,106
2701,7胎,女,20～24歲,0,臺東縣,106
2702,7胎,女,25～29歲,1,臺東縣,106
2703,7胎,女,30～34歲,0,臺東縣,106
2704,7胎,女,35～39歲,2,臺東縣,106
2705,7胎,女,40～44歲,0,臺東縣,106
2706,7胎,女,45～49歲,0,臺東縣,106
2707,7胎,女,50歲以上,0,臺東縣,106
2708,7胎,女,未滿15歲,0,臺東縣,106
2709,7胎,男,15～19歲,0,臺東縣,106
2710,7胎,男,20～24歲,0,臺東縣,106
2711,7胎,男,25～29歲,1,臺東縣,106
2712,7胎,男,30～34歲,0,臺東縣,106
2713,7胎,男,35～39歲,1,臺東縣,106
2714,7胎,男,40～44歲,0,臺東縣,106
2715,7胎,男,45～49歲,0,臺東縣,106
2716,7胎,男,50歲以上,0,臺東縣,106
2717,7胎,男,未滿15歲,0,臺東縣,106
2718,8胎,女,15～19歲,0,臺東縣,106
2719,8胎,女,20～24歲,0,臺東縣,106
2720,8胎,女,25～29歲,0,臺東縣,106
2721,8胎,女,30～34歲,1,臺東縣,106
2722,8胎,女,35～39歲,1,臺東縣,106
2723,8胎,女,40～44歲,0,臺東縣,106
2724,8胎,女,45～49歲,0,臺東縣,106
2725,8胎,女,50歲以上,0,臺東縣,106
2726,8胎,女,未滿15歲,0,臺東縣,106
2727,8胎,男,15～19歲,0,臺東縣,106
2728,8胎,男,20～24歲,0,臺東縣,106
2729,8胎,男,25～29歲,0,臺東縣,106
2730,8胎,男,30～34歲,1,臺東縣,106
2731,8胎,男,35～39歲,1,臺東縣,106
2732,8胎,男,40～44歲,0,臺東縣,106
2733,8胎,男,45～49歲,0,臺東縣,106
2734,8胎,男,50歲以上,0,臺東縣,106
2735,8胎,男,未滿15歲,0,臺東縣,106
2736,9胎以上,女,15～19歲,0,臺東縣,106
2737,9胎以上,女,20～24歲,0,臺東縣,106
2738,9胎以上,女,25～29歲,0,臺東縣,106
2739,9胎以上,女,30～34歲,0,臺東縣,106
2740,9胎以上,女,35～39歲,0,臺東縣,106
2741,9胎以上,女,40～44歲,0,臺東縣,106
2742,9胎以上,女,45～49歲,0,臺東縣,106
2743,9胎以上,女,50歲以上,0,臺東縣,106
2744,9胎以上,女,未滿15歲,0,臺東縣,106
2745,9胎以上,男,15～19歲,0,臺東縣,106
2746,9胎以上,男,20～24歲,0,臺東縣,106
2747,9胎以上,男,25～29歲,0,臺東縣,106
2748,9胎以上,男,30～34歲,0,臺東縣,106
2749,9胎以上,男,35～39歲,0,臺東縣,106
2750,9胎以上,男,40～44歲,0,臺東縣,106
2751,9胎以上,男,45～49歲,0,臺東縣,106
2752,9胎以上,男,50歲以上,0,臺東縣,106
2753,9胎以上,男,未滿15歲,0,臺東縣,106
2754,1胎,女,15～19歲,34,花蓮縣,106
2755,1胎,女,20～24歲,97,花蓮縣,106
2756,1胎,女,25～29歲,151,花蓮縣,106
2757,1胎,女,30～34歲,147,花蓮縣,106
2758,1胎,女,35～39歲,57,花蓮縣,106
2759,1胎,女,40～44歲,17,花蓮縣,106
2760,1胎,女,45～49歲,0,花蓮縣,106
2761,1胎,女,50歲以上,0,花蓮縣,106
2762,1胎,女,未滿15歲,1,花蓮縣,106
2763,1胎,男,15～19歲,36,花蓮縣,106
2764,1胎,男,20～24歲,128,花蓮縣,106
2765,1胎,男,25～29歲,152,花蓮縣,106
2766,1胎,男,30～34歲,129,花蓮縣,106
2767,1胎,男,35～39歲,74,花蓮縣,106
2768,1胎,男,40～44歲,9,花蓮縣,106
2769,1胎,男,45～49歲,0,花蓮縣,106
2770,1胎,男,50歲以上,0,花蓮縣,106
2771,1胎,男,未滿15歲,0,花蓮縣,106
2772,2胎,女,15～19歲,7,花蓮縣,106
2773,2胎,女,20～24歲,57,花蓮縣,106
2774,2胎,女,25～29歲,95,花蓮縣,106
2775,2胎,女,30～34歲,132,花蓮縣,106
2776,2胎,女,35～39歲,92,花蓮縣,106
2777,2胎,女,40～44歲,16,花蓮縣,106
2778,2胎,女,45～49歲,1,花蓮縣,106
2779,2胎,女,50歲以上,0,花蓮縣,106
2780,2胎,女,未滿15歲,0,花蓮縣,106
2781,2胎,男,15～19歲,7,花蓮縣,106
2782,2胎,男,20～24歲,68,花蓮縣,106
2783,2胎,男,25～29歲,104,花蓮縣,106
2784,2胎,男,30～34歲,157,花蓮縣,106
2785,2胎,男,35～39歲,95,花蓮縣,106
2786,2胎,男,40～44歲,24,花蓮縣,106
2787,2胎,男,45～49歲,1,花蓮縣,106
2788,2胎,男,50歲以上,0,花蓮縣,106
2789,2胎,男,未滿15歲,0,花蓮縣,106
2790,3胎,女,15～19歲,0,花蓮縣,106
2791,3胎,女,20～24歲,20,花蓮縣,106
2792,3胎,女,25～29歲,34,花蓮縣,106
2793,3胎,女,30～34歲,52,花蓮縣,106
2794,3胎,女,35～39歲,30,花蓮縣,106
2795,3胎,女,40～44歲,10,花蓮縣,106
2796,3胎,女,45～49歲,0,花蓮縣,106
2797,3胎,女,50歲以上,0,花蓮縣,106
2798,3胎,女,未滿15歲,0,花蓮縣,106
2799,3胎,男,15～19歲,1,花蓮縣,106
2800,3胎,男,20～24歲,19,花蓮縣,106
2801,3胎,男,25～29歲,33,花蓮縣,106
2802,3胎,男,30～34歲,63,花蓮縣,106
2803,3胎,男,35～39歲,51,花蓮縣,106
2804,3胎,男,40～44歲,17,花蓮縣,106
2805,3胎,男,45～49歲,0,花蓮縣,106
2806,3胎,男,50歲以上,0,花蓮縣,106
2807,3胎,男,未滿15歲,0,花蓮縣,106
2808,4胎,女,15～19歲,0,花蓮縣,106
2809,4胎,女,20～24歲,5,花蓮縣,106
2810,4胎,女,25～29歲,8,花蓮縣,106
2811,4胎,女,30～34歲,16,花蓮縣,106
2812,4胎,女,35～39歲,14,花蓮縣,106
2813,4胎,女,40～44歲,3,花蓮縣,106
2814,4胎,女,45～49歲,0,花蓮縣,106
2815,4胎,女,50歲以上,0,花蓮縣,106
2816,4胎,女,未滿15歲,0,花蓮縣,106
2817,4胎,男,15～19歲,0,花蓮縣,106
2818,4胎,男,20～24歲,2,花蓮縣,106
2819,4胎,男,25～29歲,14,花蓮縣,106
2820,4胎,男,30～34歲,8,花蓮縣,106
2821,4胎,男,35～39歲,15,花蓮縣,106
2822,4胎,男,40～44歲,6,花蓮縣,106
2823,4胎,男,45～49歲,1,花蓮縣,106
2824,4胎,男,50歲以上,0,花蓮縣,106
2825,4胎,男,未滿15歲,0,花蓮縣,106
2826,5胎,女,15～19歲,0,花蓮縣,106
2827,5胎,女,20～24歲,2,花蓮縣,106
2828,5胎,女,25～29歲,7,花蓮縣,106
2829,5胎,女,30～34歲,9,花蓮縣,106
2830,5胎,女,35～39歲,2,花蓮縣,106
2831,5胎,女,40～44歲,2,花蓮縣,106
2832,5胎,女,45～49歲,0,花蓮縣,106
2833,5胎,女,50歲以上,0,花蓮縣,106
2834,5胎,女,未滿15歲,0,花蓮縣,106
2835,5胎,男,15～19歲,0,花蓮縣,106
2836,5胎,男,20～24歲,0,花蓮縣,106
2837,5胎,男,25～29歲,4,花蓮縣,106
2838,5胎,男,30～34歲,6,花蓮縣,106
2839,5胎,男,35～39歲,7,花蓮縣,106
2840,5胎,男,40～44歲,0,花蓮縣,106
2841,5胎,男,45～49歲,0,花蓮縣,106
2842,5胎,男,50歲以上,0,花蓮縣,106
2843,5胎,男,未滿15歲,0,花蓮縣,106
2844,6胎,女,15～19歲,0,花蓮縣,106
2845,6胎,女,20～24歲,0,花蓮縣,106
2846,6胎,女,25～29歲,1,花蓮縣,106
2847,6胎,女,30～34歲,3,花蓮縣,106
2848,6胎,女,35～39歲,1,花蓮縣,106
2849,6胎,女,40～44歲,2,花蓮縣,106
2850,6胎,女,45～49歲,0,花蓮縣,106
2851,6胎,女,50歲以上,0,花蓮縣,106
2852,6胎,女,未滿15歲,0,花蓮縣,106
2853,6胎,男,15～19歲,0,花蓮縣,106
2854,6胎,男,20～24歲,0,花蓮縣,106
2855,6胎,男,25～29歲,3,花蓮縣,106
2856,6胎,男,30～34歲,1,花蓮縣,106
2857,6胎,男,35～39歲,1,花蓮縣,106
2858,6胎,男,40～44歲,0,花蓮縣,106
2859,6胎,男,45～49歲,0,花蓮縣,106
2860,6胎,男,50歲以上,0,花蓮縣,106
2861,6胎,男,未滿15歲,0,花蓮縣,106
2862,7胎,女,15～19歲,0,花蓮縣,106
2863,7胎,女,20～24歲,0,花蓮縣,106
2864,7胎,女,25～29歲,1,花蓮縣,106
2865,7胎,女,30～34歲,0,花蓮縣,106
2866,7胎,女,35～39歲,1,花蓮縣,106
2867,7胎,女,40～44歲,0,花蓮縣,106
2868,7胎,女,45～49歲,0,花蓮縣,106
2869,7胎,女,50歲以上,0,花蓮縣,106
2870,7胎,女,未滿15歲,0,花蓮縣,106
2871,7胎,男,15～19歲,0,花蓮縣,106
2872,7胎,男,20～24歲,0,花蓮縣,106
2873,7胎,男,25～29歲,1,花蓮縣,106
2874,7胎,男,30～34歲,3,花蓮縣,106
2875,7胎,男,35～39歲,1,花蓮縣,106
2876,7胎,男,40～44歲,0,花蓮縣,106
2877,7胎,男,45～49歲,0,花蓮縣,106
2878,7胎,男,50歲以上,0,花蓮縣,106
2879,7胎,男,未滿15歲,0,花蓮縣,106
2880,8胎,女,15～19歲,0,花蓮縣,106
2881,8胎,女,20～24歲,0,花蓮縣,106
2882,8胎,女,25～29歲,0,花蓮縣,106
2883,8胎,女,30～34歲,1,花蓮縣,106
2884,8胎,女,35～39歲,0,花蓮縣,106
2885,8胎,女,40～44歲,0,花蓮縣,106
